Unnamed: 0,시각,이동시간,이동시간_lag1,이동시간_lag2,이동시간_lag3,이동시간_lag4,이동시간_lag5,이동시간_lag6,이동시간_lag7,이동시간_lag8,이동시간_lag9,이동시간_lag10,이동시간_lag11,이동시간_lag12,이동시간_lag13,이동시간_lag14,이동시간_lag15,이동시간_lag16,이동시간_lag17,이동시간_lag18,이동시간_lag19,이동시간_lag20,이동시간_lag21,이동시간_lag22,이동시간_lag23,이동시간_lag24,resid,trend,seasonal
10,202001209.0,455.97475,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,264.0663333333333,274.9415,269.6716666666667,273.0705,261.5553333333333,264.70533333333333,23.896326851356825,253.1833124999992,8.953360648644017
11,202001210.0,453.7166666666666,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,264.0663333333333,274.9415,269.6716666666667,273.0705,261.5553333333333,35.41414380014149,257.98787847222144,13.405977727637062
12,202001211.0,413.508,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,264.0663333333333,274.9415,269.6716666666667,273.0705,34.7493461655928,262.79244444444373,14.624709389963453
13,202001212.0,413.933,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,264.0663333333333,274.9415,269.6716666666667,29.948022597884464,267.597010416666,15.138300318782909
14,202001213.0,404.8663333333333,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,264.0663333333333,274.9415,25.25528008486355,272.40157638888826,16.726143526248173
15,202001214.0,408.55533333333335,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,264.0663333333333,27.51154397375241,277.2061423611105,14.681980331803729
16,202001215.0,411.62733333333335,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,272.161,57.71500480274538,282.01070833333284,13.579286863921784
17,202001216.0,425.9,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,274.86066666666665,61.12805482444669,286.81527430555514,11.631670869998157
18,202001217.0,404.2665,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,285.58866666666665,33.83261396073139,291.61984027777737,9.49754576149122
19,202001218.0,382.333,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,282.658,52.47782348764106,296.42440624999966,7.597770262359278
20,202001219.0,370.4496666666666,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,273.708,25.533069798404867,301.228972222222,7.512457979373167
21,202001220.0,353.872,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,287.216,60.86541636958539,306.0335381944442,8.667045435970392
22,202001221.0,368.4245,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,282.516,60.254436842395606,310.8381041666665,4.840458990937908
23,202001222.0,381.133,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,281.55,112.21473321336327,315.6426701388888,-11.39140335225206
24,202001223.0,338.25,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,312.0883333333333,131.13690953364764,320.44723611111107,-11.518145644758736
25,202001300.0,288.633,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,317.525,75.91897952062686,325.2518020833333,-16.979281603960143
26,202001301.0,292.105,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,325.441,43.34144295378653,327.45227083333333,-19.749380453786536
27,202001302.0,282.50533333333334,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,268.01666666666665,47.53677986784905,328.78349652777774,-20.49977639562681
28,202001303.0,279.666,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,268.608,55.87796465517541,331.47334722222223,-20.60131187739763
29,202001304.0,273.841,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,258.6995,79.4788009181962,336.27572222222227,-15.36585647375181
30,202001305.0,268.533,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,254.041,101.53768253711984,342.6233576388889,-12.555706842675422
31,202001306.0,270.0,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,257.58866666666665,50.00410636524495,348.9611666666666,-13.615273031911524
32,202001307.0,284.7745,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,309.8745,151.25252075326569,356.79572916666666,-5.7095832532657
33,202001308.0,299.19966666666664,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,286.033,102.7750968166337,365.2122256944445,1.1290108222551185
34,202001309.0,294.075,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,306.808,74.9511723374671,372.0702170138889,8.953360648644017
35,202001310.0,305.733,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,312.1665,61.63942157791834,378.6712673611112,13.405977727637062
36,202001311.0,331.70533333333333,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,312.68333333333334,15.04014477670326,383.84314583333327,14.624709389963453
37,202001312.0,331.67766666666665,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,314.383,10.73090454232818,388.0637951388889,15.138300318782909
38,202001313.0,338.5606666666667,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,319.3996666666667,-3.918042831803696,392.0582326388888,16.726143526248173
39,202001314.0,341.233,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,353.305,-1.9273588040259568,395.8007118055556,14.681980331803729
40,202001315.0,339.1415,411.62733333333335,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,359.575,-0.8251236694772679,398.8731701388888,13.579286863921784
41,202001316.0,340.7415,425.9,411.62733333333335,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,334.95,12.798339546668462,401.46998958333336,11.631670869998157
42,202001317.0,348.0415,404.2665,425.9,411.62733333333335,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,356.5,-9.526899928157842,404.2958541666666,9.49754576149122
43,202001318.0,351.908,382.333,404.2665,425.9,411.62733333333335,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,334.2745,-31.542905679025907,406.27813541666666,7.597770262359278
44,202001319.0,397.85,370.4496666666666,382.333,404.2665,425.9,411.62733333333335,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,375.566,-44.63276353492877,407.5699722222222,7.512457979373167
45,202001320.0,401.716,353.872,370.4496666666666,382.333,404.2665,425.9,411.62733333333335,408.55533333333335,404.8663333333333,413.933,413.508,453.7166666666666,455.97475,469.1163333333333,502.33866666666665,385.35,431.6053333333333,400.38866666666667,366.75,355.8205,351.0443333333333,384.1915,440.066,416.466,375.933,-62.666708630414846,407.87166319444447,8.667045435970392
